,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_id.1,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_id.1,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_id.1,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,hari,bulan,Tahun,day_month,month_Year,Year_month,day_name,hour,review_category,Recency,Monetary,Cluster,Cluster_Label
10,86b37610c0e86e94afe3d5ba4b73fa14,86ff82570097f39b2193254f540e4a69,delivered,2017-11-17 21:14:42,2017-11-22 02:49:29,2017-12-05 20:23:33,2017-12-20 00:00:00,2.0,1e56c680b07833e85fec6904b2c7e4b8,f789d2c4f2c2eb38fc4373e7a4b35264,2017-11-28 02:49:29,59.99,25.66,1.0,boleto,1.0,161.3,cabb6455f081b4fe0431781cd66ddd84,5.0,No_Review_title,No_Review_message,2017-12-06 00:00:00,2017-12-16 00:04:48,1e56c680b07833e85fec6904b2c7e4b8,pet_shop,200.0,27.0,9.0,26.0,86ff82570097f39b2193254f540e4a69,2f97fb04ba09cfa05b9e3b3af4e8e247,78875,gaucha do norte,MT,f789d2c4f2c2eb38fc4373e7a4b35264,36010,juiz de fora,MG,36010,-19.81759214478173,-43.17770057537573,17,11,2017,17-11,11-2017,2017-11,Friday,21,Positif,285,161.3,2,Slight_Inactive-High_value
11,34276839abbc2d596eb36540d36c624c,6968ea6ff6368619de4d031a15d5c9a6,delivered,2017-10-04 23:02:21,2017-10-04 23:14:17,2017-10-20 16:18:59,2017-11-09 00:00:00,1.0,83b00325c13c44245b2c3a2befa62a0e,ad781527c93d00d89a11eecd9dcad7c1,2017-10-10 23:14:17,159.99,57.79,1.0,credit_card,5.0,217.78,0ff40d9f7ee1ee12758975666d75b938,5.0,No_Review_title,No_Review_message,2017-10-21 00:00:00,2017-10-21 17:33:42,83b00325c13c44245b2c3a2befa62a0e,baby,10700.0,40.0,40.0,40.0,6968ea6ff6368619de4d031a15d5c9a6,8051546e4730145100f73eb919000a81,95520,osorio,RS,ad781527c93d00d89a11eecd9dcad7c1,15015,sao jose do rio preto,SP,15015,-23.92522907909464,-48.7049543127624,4,10,2017,04-10,10-2017,2017-10,Wednesday,23,Positif,329,217.78,1,Require Activation
12,1370fae9b19ee5e01a2d609eb18b7c8a,22eb8142d6313bab19fa6c657170ae6b,delivered,2017-11-15 13:47:34,2017-11-15 13:55:31,2017-12-06 01:12:12,2017-12-14 00:00:00,1.0,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,2017-11-21 13:55:31,117.3,28.2,1.0,credit_card,8.0,145.5,db7f4933045338d6d98665430f6e0b9b,4.0,No_Review_title,Ótimo produto ,2017-12-07 00:00:00,2017-12-09 18:49:32,a50acd33ba7a8da8e9db65094fa990a4,auto,4105.0,67.0,10.0,67.0,22eb8142d6313bab19fa6c657170ae6b,66d7c05de70168738de8f6f8b5adce82,47630,serra do ramalho,BA,8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP,7112,-23.61520363484344,-46.567257326587104,15,11,2017,15-11,11-2017,2017-11,Wednesday,13,Positif,288,145.5,1,Require Activation
13,b2f3763408103bc7173bb36ed02dbeea,d0e6cb83a3fc27f56be011b2941f54c6,delivered,2018-05-30 22:33:08,2018-05-30 22:55:45,2018-06-18 23:07:33,2018-07-16 00:00:00,1.0,1b88c133317c3f2b8c53b6048f2dc8b6,54965bbe3e4f07ae045b90b0b8541f52,2018-06-07 22:55:45,359.9,42.59,1.0,credit_card,1.0,402.49,e6b92fff3105f865d62cea67cde86326,5.0,Nota 10,No_Review_message,2018-06-19 00:00:00,2018-06-22 02:23:54,1b88c133317c3f2b8c53b6048f2dc8b6,bed_bath_table,6200.0,20.0,30.0,30.0,d0e6cb83a3fc27f56be011b2941f54c6,e1858db871ca0cea6d07b5413f450048,30720,belo horizonte,MG,54965bbe3e4f07ae045b90b0b8541f52,85851,foz do iguacu,PR,85851,-23.31478264817961,-51.38931834580245,30,5,2018,30-05,05-2018,2018-05,Wednesday,22,Positif,91,402.49,2,Slight_Inactive-High_value
14,5561adcb0fd46da4cad3048fa4e7fc00,819b0aa9b717f6d78c0f72211bafebe3,delivered,2018-06-25 15:36:18,2018-06-25 15:58:17,2018-06-27 17:18:42,2018-07-11 00:00:00,1.0,4d071a22b9cc548b64a75075a4c63151,131fcb0a0c9a47bba4474aacff0f14b7,2018-07-02 15:58:17,99.9,9.45,1.0,credit_card,1.0,109.35,63948eb9cc4cf068c039f9f324ce7ed2,5.0,No_Review_title,Entrega muito rapida ,2018-06-28 00:00:00,2018-06-29 12:41:43,4d071a22b9cc548b64a75075a4c63151,home_appliances,750.0,22.0,7.0,22.0,819b0aa9b717f6d78c0f72211bafebe3,87d406e4698a66118241f1f4a407ee03,4216,sao paulo,SP,131fcb0a0c9a47bba4474aacff0f14b7,1201,sao paulo,SP,1201,-23.53713640521669,-46.64009698972822,25,6,2018,25-06,06-2018,2018-06,Monday,15,Positif,65,109.35,0,Slight_Inactive-Low_value
15,36ebb4199031e72a1fa964549b88c377,eecf2b94cdbe9ef6245fabb5e091c987,delivered,2018-04-04 08:39:50,2018-04-04 08:50:15,2018-04-16 23:35:26,2018-05-02 00:00:00,1.0,e7db7c40ea6647c808d48581f1308d88,1d8dbc4f32378d715c717c1c1fc57bae,2018-04-10 08:50:15,109.9,23.35,1.0,voucher,1.0,133.25,b6d8546f6788bc93f9f1ed33d4a4b51f,5.0,No_Review_title,Ótimo!!!,2018-04-17 00:00:00,2018-04-18 03:48:15,e7db7c40ea6647c808d48581f1308d88,baby,9400.0,75.0,15.0,50.0,eecf2b94cdbe9ef6245fabb5e091c987,94819c1119bcbb29d414ac33b904e82d,18403,itapeva,SP,1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR,86706,-27.449294990040787,-48.39502465710879,4,4,2018,04-04,04-2018,2018-04,Wednesday,8,Positif,148,133.25,2,Slight_Inactive-High_value
16,232b75e8b6faa6ca2063184414e634a7,0a11cb0fb65032da800b780afcc1a1b7,delivered,2017-09-26 12:32:39,2017-09-27 03:35:03,2017-10-09 18:32:42,2017-10-20 00:00:00,1.0,952670bc019a73f0933157ec82ff6e4f,37be5a7c751166fbc5f8ccba4119e043,2017-10-04 03:35:03,159.0,21.95,1.0,boleto,1.0,180.95,bde5323864041eb916a128fa9ddb81ed,5.0,No_Review_title,No_Review_message,2017-10-10 00:00:00,2017-10-11 10:56:12,952670bc019a73f0933157ec82ff6e4f,bed_bath_table,3300.0,60.0,18.0,50.0,0a11cb0fb65032da800b780afcc1a1b7,b91094129b0c7e78a2d312269365968e,80020,curitiba,PR,37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,4248,-23.50604920847961,-46.71737739541605,26,9,2017,26-09,09-2017,2017-09,Tuesday,12,Positif,338,180.95,1,Require Activation
17,58d4c4747ee059eeeb865b349b41f53a,1755fad7863475346bc6c3773fe055d3,delivered,2018-07-21 12:49:32,2018-07-26 23:31:53,2018-07-25 23:58:19,2018-07-31 00:00:00,1.0,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,2018-07-26 03:45:26,27.9,7.46,1.0,boleto,1.0,35.36,9c5896eab584422a7f679b658edaf0a8,5.0,Veio certo,No_Review_message,2018-08-01 00:00:00,2018-08-01 18:41:07,1613b819ab5dae53aead2dbb4ebdb378,auto,50.0,17.0,10.0,15.0,1755fad7863475346bc6c3773fe055d3,a5314ac290a8b141491e987ae37aa7cc,13454,santa barbara d'oeste,SP,16090f2ca825584b5a147ab24aa30c86,12940,atibaia,SP,12940,-22.354612051646047,-46.95433945812804,21,7,2018,21-07,07-2018,2018-07,Saturday,12,Positif,40,35.36,0,Slight_Inactive-Low_value
18,f9f76d0f8ab416a42a2a3dad0d710162,e4a32f8f3648818820a821cd577ccdba,delivered,2017-11-30 22:37:50,2017-12-01 10:31:12,2017-12-08 20:56:54,2017-12-26 00:00:00,1.0,330286b1345b8cc5abfbb74da93465a6,71039d19d4303bf9054d69e9a9236699,2017-12-06 22:51:28,269.9,16.64,1.0,credit_card,3.0,286.54,708021e3040d153af51c8ab76e13f312,3.0,No_Review_title,No_Review_message,2017-12-09 00:00:00,2017-12-11 23:50:35,330286b1345b8cc5abfbb74da93465a6,sports_leisure,2800.0,56.0,28.0,33.0,e4a32f8f3648818820a821cd577ccdba,c89cf1a054b60f1d893617b0b1a140d7,35170,coronel fabriciano,MG,71039d19d4303bf9054d69e9a9236699,3018,sao paulo,SP,3018,-23.56912192092421,-46.56714646311063,30,11,2017,30-11,11-2017,2017-11,Thursday,22,Netral,272,286.54,2,Slight_Inactive-High_value
19,c93e4c73cba512f76817291e0de8bec4,9f5a2f912f123d541a318029712fe90b,delivered,2017-09-12 16:32:09,2017-09-12 16:45:08,2017-09-22 16:43:37,2017-10-04 00:00:00,1.0,f1f01d27cb8664e16d57ef4a8075f3be,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-18 16:44:39,279.99,21.2,1.0,credit_card,7.0,301.19,02b3d19a82bd3b062fa35f8aa84732d2,5.0,No_Review_title,como sempre amaricanas é impecavel no atendimento na venda e na entrega,2017-09-23 00:00:00,2017-09-26 20:14:05,f1f01d27cb8664e16d57ef4a8075f3be,sports_leisure,4175.0,31.0,33.0,27.0,9f5a2f912f123d541a318029712fe90b,e25e370b86824ff1a40d01c259cadd98,95760,sao sebastiao do cai,RS,46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ,22240,-22.865980012022558,-43.10775463187937,12,9,2017,12-09,09-2017,2017-09,Tuesday,16,Positif,351,301.19,2,Slight_Inactive-High_value
20,b06112f703115e6d92f3baf4e2458a5a,1224a9f43655b57c469ab096e6ba5dc2,delivered,2018-03-07 12:08:37,2018-03-07 12:29:55,2018-03-13 18:56:39,2018-03-21 00:00:00,1.0,f40876e0ef3cd5f9132b1f16b04b1346,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-13 12:29:55,109.9,10.97,1.0,credit_card,6.0,241.74,fb023be480195764ded0caa99283ee26,5.0,No_Review_title,"Entrega rápida e bem antes do previsto, estou bem satisfeita!",2018-03-14 00:00:00,2018-03-17 15:26:43,f40876e0ef3cd5f9132b1f16b04b1346,health_beauty,427.0,15.0,17.0,14.0,1224a9f43655b57c469ab096e6ba5dc2,fc99cf02242e9883997db66f863ab742,25900,mage,RJ,620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ,25645,-22.541386337497823,-44.06728495781636,7,3,2018,07-03,03-2018,2018-03,Wednesday,12,Positif,176,241.74,2,Slight_Inactive-High_value
21,fb9b2930f4a30f96c7cc98eaaa85e5f0,02ed2cff54eb047cdbe79dd0535945d4,delivered,2017-11-24 14:15:53,2017-11-24 16:19:01,2017-12-17 10:47:53,2017-12-14 00:00:00,1.0,6f9771652ad5ec58e58f50475d6bfe0e,cca3071e3e9bb7d12640c9fbe2301306,2017-11-30 16:19:01,70.91,13.52,1.0,credit_card,5.0,84.43,e54809fcd83a68a080af411caad915f6,1.0,No_Review_title,Comprei um KiT de 3 Almofadas Azul Mandala e recebi um outro com almofadas diferentes (inclusive as cores) Nâo sei lidar com INCOMPETÊNCIA!!!!,2017-12-16 00:00:00,2017-12-19 18:08:13,6f9771652ad5ec58e58f50475d6bfe0e,furniture_decor,1200.0,39.0,30.0,39.0,02ed2cff54eb047cdbe79dd0535945d4,757921c3d0047781031e9bcbaf2c393c,5119,sao paulo,SP,cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP,14940,-23.988846652750787,-48.87293866198657,24,11,2017,24-11,11-2017,2017-11,Friday,14,Negatif,279,84.43,0,Slight_Inactive-Low_value
22,1d251ab94983c4adb11e4b168abb1439,230ab395e91b2421bd00ea45b60b23cb,delivered,2018-03-07 23:46:19,2018-03-08 00:49:38,2018-03-16 13:58:58,2018-03-28 00:00:00,1.0,fb92dc4602bd9224e0e267496748afc5,8ae520247981aa06bc94abddf5f46d34,2018-03-14 00:49:38,219.0,19.41,1.0,credit_card,6.0,118.56,9ff966b8034d68cdb96a90208a86fd5f,5.0,No_Review_title,No_Review_message,2018-03-17 00:00:00,2018-03-19 17:51:45,fb92dc4602bd9224e0e267496748afc5,watches_gifts,475.0,21.0,14.0,19.0,230ab395e91b2421bd00ea45b60b23cb,cbc1758cf3d80ee00814749bdb650bd3,85805,cascavel,PR,8ae520247981aa06bc94abddf5f46d34,88370,navegantes,SC,88370,-26.920376120174303,-49.0864855449536,7,3,2018,07-03,03-2018,2018-03,Wednesday,23,Positif,175,118.56,2,Slight_Inactive-High_value
23,c26b94aa87e95d1c1eb1b592f43eb223,7aed8da5ae4e0e34226c47f3bf041956,delivered,2017-06-29 00:10:49,2017-06-29 00:23:33,2017-07-10 17:36:56,2017-07-19 00:00:00,1.0,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-07-05 00:23:33,89.9,12.13,1.0,credit_card,2.0,204.06,dbc7c9c6472b461c9a92de317f0cf176,5.0,No_Review_title,atendimento ótimo em todos os sentido,2017-07-11 00:00:00,2017-07-12 02:45:48,99a4788cb24856965c36a24e339b6058,bed_bath_table,1383.0,50.0,10.0,40.0,7aed8da5ae4e0e34226c47f3bf041956,7e69734dad7cfcbe95aa59f38095057d,6144,osasco,SP,4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP,14940,-23.988846652750787,-48.87293866198657,29,6,2017,29-06,06-2017,2017-06,Thursday,0,Positif,427,204.06,1,Require Activation
24,fb6ba131bbeb30fd6db9c8900b5c5b92,af5b08db5f1a31a3b6856a8a6dc33167,delivered,2018-05-30 02:41:28,2018-05-30 03:24:11,2018-06-22 22:41:09,2018-07-18 00:00:00,1.0,99ba5fbf3ae895fe3a9289acd0a5eb91,562fc2f2c2863ab7e79a9e4388a58a14,2018-06-07 03:24:11,39.99,37.04,1.0,credit_card,7.0,77.03,c581c7eb3f5b534df5c145f42866b6e6,5.0,No_Review_title,No_Review_message,2018-06-23 00:00:00,2018-06-24 16:30:52,99ba5fbf3ae895fe3a9289acd0a5eb91,telephony,150.0,17.0,8.0,14.0,af5b08db5f1a31a3b6856a8a6dc33167,cd10a74ff01ce316302e0db00e90ccb4,62620,iraucuba,CE,562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP,13070,-21.16050603857696,-47.80004135942638,30,5,2018,30-05,05-2018,2018-05,Wednesday,2,Positif,92,77.03,0,Slight_Inactive-Low_value
25,aa466a92af916f9f68e56fce7d3a21b1,2c5491a76ec0a56db58282ea7ae70617,delivered,2018-07-03 01:17:32,2018-07-03 01:30:35,2018-07-11 22:52:20,2018-08-08 00:00:00,1.0,4f84ff0aab6b53675317e34f2406ea99,52f9db5cfb423382a2fa5c9e39303202,2018-07-05 01:30:35,139.99,19.08,1.0,credit_card,1.0,159.07,490e45ee8621e2f578f73c23e1f4870d,4.0,No_Review_title,No_Review_message,2018-07-12 00:00:00,2018-07-13 02:25:14,4f84ff0aab6b53675317e34f2406ea99,health_beauty,250.0,25.0,15.0,20.0,2c5491a76ec0a56db58282ea7ae70617,a4031c5f35399c228a1cd7ed7431fd02,22733,rio de janeiro,RJ,52f9db5cfb423382a2fa5c9e39303202,19830,echapora,SP,19830,-22.94399676908647,-43.16174752816095,3,7,2018,03-07,07-2018,2018-07,Tuesday,1,Positif,58,159.07,2,Slight_Inactive-High_value
26,31ef15cb5a3faa4df17e96b09cd8c1a1,19c6be9e0d7588d54ad848d44abeae95,delivered,2017-11-29 18:27:30,2017-11-29 19:31:02,2017-12-11 21:44:51,2017-12-22 00:00:00,1.0,da023890ca0515244ea89dc905faceba,8b321bb669392f5163d04c59e235e066,2017-12-05 19:31:02,19.9,14.1,1.0,credit_card,1.0,34.0,018eedb7b3e9d6634c806e61914f2e39,4.0,No_Review_title,No_Review_message,2017-12-12 00:00:00,2017-12-13 12:58:25,da023890ca0515244ea89dc905faceba,auto,300.0,20.0,16.0,19.0,19c6be9e0d7588d54ad848d44abeae95,d84d4b0fd330741632546d09239344bc,70862,brasilia,DF,8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP,1212,-23.54294434805807,-46.65793705274388,29,11,2017,29-11,11-2017,2017-11,Wednesday,18,Positif,273,34.0,0,Slight_Inactive-Low_value
27,74c951ce0835b2741d3014321ae9c480,e26eb46e8146dedecc6524e5d9771047,delivered,2018-08-20 17:38:55,2018-08-20 17:50:28,2018-08-22 19:29:04,2018-08-24 00:00:00,1.0,b4bcc9155de9c60e343ecbff22b86dc8,f8db351d8c4c4c22c6835c19a46f01b0,2018-08-23 17:50:28,129.9,9.66,1.0,credit_card,5.0,139.56,607ea8046a80dce6fc8472bb62d4b37b,5.0,No_Review_title,No_Review_message,2018-08-23 00:00:00,2018-08-26 03:57:51,b4bcc9155de9c60e343ecbff22b86dc8,cool_stuff,393.0,17.0,7.0,14.0,e26eb46e8146dedecc6524e5d9771047,26ad164ad913649d86d05c20c3eaad57,6086,osasco,SP,f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP,13324,-20.816963143310737,-49.33871039344987,20,8,2018,20-08,08-2018,2018-08,Monday,17,Positif,9,139.56,2,Slight_Inactive-High_value
